KIDEN;Sinistralite;Code usage;Age;Sexe;Code Langue;Code postal;Bonus-malus n;Bonus-Malus n_1;Puissance;Date;Annee vehicule;Primes
1351;1;2;2;1;2;2;1;1;1;1;1;2
1353;2;2;2;2;2;2;1;1;1;2;2;2
1355;1;2;2;2;1;2;1;1;2;1;1;2
1357;1;2;2;1;1;2;1;1;2;1;2;2
1358;1;2;2;1;2;2;1;1;1;1;1;2
1359;1;2;2;1;1;2;1;1;1;1;1;2
1361;1;2;2;1;2;2;1;1;1;1;1;2
1362;1;1;2;2;1;2;1;1;1;1;2;2
1364;2;2;2;2;1;2;2;2;2;1;2;2
1365;2;2;2;1;1;1;1;2;2;1;1;2
1366;1;2;1;2;2;2;1;1;1;1;2;2
1367;1;2;2;1;1;2;1;1;1;1;1;2
1368;2;2;2;1;1;2;2;1;2;1;2;3
1369;2;2;2;1;1;2;2;2;2;1;1;2
1370;1;2;2;1;1;2;1;1;1;1;1;2
1371;2;1;2;1;1;1;1;2;2;1;1;2
1372;2;2;2;1;1;2;2;2;1;1;2;2
1374;1;2;1;2;1;2;1;1;1;1;1;2
1375;1;2;2;1;2;2;2;1;1;1;1;2
1376;1;2;2;2;1;2;1;1;2;1;1;2
1381;1;2;1;1;1;1;2;1;1;1;1;2
1382;1;2;1;1;2;2;1;1;2;1;1;1
1383;1;2;2;1;2;2;1;1;1;1;1;2
1384;2;2;2;2;1;2;2;2;2;2;1;2
1385;1;2;1;1;2;2;1;1;1;2;1;2
1386;1;2;1;1;1;2;1;1;1;1;1;2
1387;2;2;2;1;1;2;1;2;1;1;2;2
1388;2;2;2;1;2;2;2;2;1;2;1;2
1389;1;2;2;1;1;2;1;1;2;1;1;1
1392;1;2;1;1;2;2;1;1;1;2;1;2
1393;2;2;2;1;2;2;1;2;1;2;2;2
1395;1;2;2;1;2;2;1;1;1;1;1;2
1396;1;2;1;1;1;2;1;1;1;1;1;2
1397;2;2;1;2;1;1;2;2;2;1;1;3
1398;1;2;2;1;2;2;1;1;2;1;2;2
1399;1;2;2;1;1;2;1;1;2;1;1;1
1400;2;2;2;1;2;2;2;2;1;2;2;3
1401;2;1;2;2;1;2;2;2;2;2;2;1
1402;1;2;2;1;2;2;1;1;1;1;1;2
1403;1;2;2;1;2;2;1;1;1;1;1;2
1404;1;2;1;1;2;2;1;1;2;1;1;2
1405;1;1;1;1;1;2;1;1;2;1;1;2
1407;1;2;2;1;1;2;1;1;2;1;2;3
1408;1;1;1;1;2;2;1;1;2;2;1;3
1409;2;1;1;1;1;2;2;2;1;2;1;3
1410;2;1;1;1;1;2;2;2;2;1;1;3
1412;1;2;1;1;2;2;1;1;1;1;1;2
1413;1;2;2;1;2;2;1;1;1;1;1;2
1414;1;2;2;1;1;2;2;2;2;1;1;2
1415;1;2;2;1;2;2;1;1;2;1;1;3
